Title,video,sample,start,end,initial_code,action,difficulty_with_existing_speech_tools,tag_primary,tag_secondary,how_primary,how_secondary,location,intent,adjusted_start,adjusted_end,duration,true_duration,true_duration_unlabelled,estimated_duration,insights_and_notes
,,,15.48,15.49,zoom,[zoom],,navigation,navigate,gesture,,canvas,,51.0,52.0,1.0,<2 seconds,2.0,1.5,
,,,15.49,15.49,,[select] [reference] on [canvas] using [cursor],,selection,select,cursor,,canvas,,52.0,52.0,0.0,<1 second,1.0,0.5,
,,,15.49,15.49,pan up,[pan] to focus [reference],,navigation,navigate to reference,complex gesture,,canvas,,52.0,52.0,0.0,<1 second,1.0,0.5,
,,,15.5,15.5,,[drag] [reference] to [new position] using [cursor] and [freehand positioning],,positioning,freehand positioning,cursor,,canvas,,53.0,53.0,0.0,<1 second,1.0,0.5,
,,,15.5,15.5,,[deselect],,selection,deselect,cursor,,canvas,,53.0,53.0,0.0,<1 second,1.0,0.5,
,,,15.51,15.51,,[paste],,copy/paste/cut,copy/paste/cut,keyboard,,canvas,,54.0,54.0,0.0,<1 second,1.0,0.5,
,,,15.52,15.52,,[drag] [reference] to [new position] using [cursor] and [alignment grids],,positioning,alignment positioning,cursor,,canvas,,55.0,55.0,0.0,<1 second,1.0,0.5,
,,,15.53,15.53,,[zoom] to fit context in viewport,,navigation,navigate to fit context,complex gesture,,canvas,,55.999999999999886,55.999999999999886,0.0,<1 second,1.0,0.5,
,,,15.53,15.54,,[zoom] to focus [reference],,navigation,navigate to reference,complex gesture,,canvas,,55.999999999999886,56.999999999999886,1.0,<2 seconds,2.0,1.5,
,,,15.54,15.55,,[zoom],,navigation,navigate,gesture,,canvas,,56.999999999999886,58.000000000000114,1.0000000000002274,<2 seconds,2.0000000000002274,1.5000000000002274,
,,,15.55,15.55,,[zoom] to focus [reference],,navigation,navigate to reference,complex gesture,,canvas,,58.000000000000114,58.000000000000114,0.0,<1 second,1.0,0.5,
,,,15.55,15.56,,[zoom] to focus [reference],,navigation,navigate to reference,complex gesture,,canvas,,58.000000000000114,59.0,0.9999999999998863,<2 seconds,1.9999999999998863,1.4999999999998863,
,,,15.58,15.59,,[drag] [reference] to [new position] using [cursor] and [alignment grids],,positioning,alignment positioning,cursor,,canvas,,61.0,62.0,1.0,<2 seconds,2.0,1.5,
